ASV_1	./22S3VL55-9.ffnFFDBDINC_02169	100.000	370	0	0	1	370	335	704	0.0	684
ASV_1	./22S3VL55-8.ffnJGEOLGDO_03081	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3VL55-8.ffnJGEOLGDO_02390	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3VL55-8.ffnJGEOLGDO_00001	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3VL55-1.ffnIIHOABKB_05124	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3VL55-10.ffnJIGMACFP_07385	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3VL55-10.ffnJIGMACFP_05957	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3VL55-10.ffnJIGMACFP_02277	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3R2A-8.ffnPLPEKBLD_02383	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S3R2A-8.ffnPLPEKBLD_01352	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S3R2A-8.ffnPLPEKBLD_00282	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S3R2A-7.ffnJJJCMMMI_03545	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3R2A-7.ffnJJJCMMMI_01959	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3R2A-7.ffnJJJCMMMI_00670	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3R2A-7.ffnJJJCMMMI_00001	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3L9-2.ffnKLFNAHJC_04037	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3L9-2.ffnKLFNAHJC_03840	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3L9-2.ffnKLFNAHJC_02602	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3L9-2.ffnKLFNAHJC_00801	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S3L9-1.ffnFOGINABH_02417	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2VL55-6.ffnKNAHPENJ_03517	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-6.ffnKNAHPENJ_02535	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-6.ffnKNAHPENJ_00670	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-6.ffnKNAHPENJ_00006	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-5.ffnOEENAJGC_03458	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-5.ffnOEENAJGC_02493	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-5.ffnOEENAJGC_00648	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-5.ffnOEENAJGC_00005	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-2.ffnMOEKNMGI_03851	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-2.ffnMOEKNMGI_03039	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-2.ffnMOEKNMGI_01949	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2VL55-2.ffnMOEKNMGI_00008	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2R2A-6.ffnDAGOMMBH_03419	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2R2A-6.ffnDAGOMMBH_02661	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2R2A-6.ffnDAGOMMBH_00881	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2R2A-6.ffnDAGOMMBH_00007	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2R2A-6.ffnDAGOMMBH_00006	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2R2A-4.ffnNFKDFKDC_06647	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2R2A-4.ffnNFKDFKDC_06184	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S2R2A-4.ffnNFKDFKDC_05217	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2R2A-4.ffnNFKDFKDC_03237	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2R2A-4.ffnNFKDFKDC_02168	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2PE-4.ffnIMBOBKJC_03006	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2PE-4.ffnIMBOBKJC_01438	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2NFb-7.ffnLPBIPBNI_02784	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2NFb-7.ffnLPBIPBNI_01631	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2NFb-7.ffnLPBIPBNI_00886	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S2NFb-7.ffnLPBIPBNI_00001	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S1VL55-6.ffnLJLGOKND_06084	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S1VL55-6.ffnLJLGOKND_04424	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S1VL55-6.ffnLJLGOKND_02488	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S1VL55-6.ffnLJLGOKND_01135	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S1VL55-4.ffnGADOMPKD_03431	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S1VL55-4.ffnGADOMPKD_01855	100.000	370	0	0	1	370	338	707	0.0	684
ASV_1	./22S1VL55-1.ffnBCDOJGLM_03407	100.000	370	0	0	1	370	334	703	0.0	684
ASV_1	./22S1VL55-1.ffnBCDOJGLM_02497	100.000	370	0	0	1	370	337	706	0.0	684
